1,0.982071,0.964163,0.946297,0.928494,0.910775,0.893159,0.875665,0.858311,0.841114,0.824091,0.807255,0.790622,0.774203,0.75801,0.742053,0.726341,0.710881,0.69568,0.680743,0.666075,0.651679,0.637557,0.62371,0.610139,0.596845,0.583825,0.571079,0.558605,0.546399,0.534459,0.522782,0.511364,0.500201,0.489288,0.478621,0.468196,0.458007,0.44805,0.438321,0.428813,0.419522,0.410443,0.401572,0.392902,0.38443,0.376149,0.368057,0.360147,0.352416,0.344858,0.33747,0.330246,0.323183,0.316276,0.309522,0.302916,0.296455,0.290135,0.283951,0.277901,0.271981,0.266188,0.260518,0.254968,0.249535,0.244217,0.239009,0.233909,0.228915,0.224023,0.219232,0.214538,0.209939,0.205432,0.201016,0.196688,0.192446,0.188287,0.18421,0.180212
1,0.982039,0.964099,0.946202,0.928369,0.910621,0.892976,0.875455,0.858075,0.840855,0.823809,0.806953,0.790301,0.773865,0.757657,0.741686,0.725963,0.710493,0.695284,0.680341,0.665668,0.651268,0.637144,0.623296,0.609726,0.596432,0.583415,0.570672,0.558201,0.546,0.534066,0.522394,0.510982,0.499825,0.488919,0.478259,0.467841,0.45766,0.44771,0.437988,0.428488,0.419204,0.410133,0.401269,0.392606,0.384141,0.375868,0.367783,0.35988,0.352155,0.344604,0.337222,0.330005,0.322948,0.316048,0.3093,0.3027,0.296244,0.289929,0.283751,0.277706,0.271791,0.266003,0.260338,0.254793,0.249364,0.24405,0.238847,0.233751,0.228761,0.223873,0.219086,0.214395,0.2098,0.205297,0.200884,0.19656,0.19232,0.188165,0.184091,0.180096
1,0.981986,0.963993,0.946044,0.92816,0.910362,0.89267,0.875104,0.857681,0.84042,0.823337,0.806446,0.789763,0.773299,0.757066,0.741073,0.72533,0.709844,0.694622,0.679668,0.664987,0.650582,0.636454,0.622605,0.609035,0.595744,0.58273,0.569993,0.557528,0.545335,0.533409,0.521747,0.510345,0.499199,0.488304,0.477655,0.467249,0.45708,0.447143,0.437433,0.427945,0.418674,0.409615,0.400764,0.392113,0.38366,0.375399,0.367326,0.359435,0.351721,0.344181,0.33681,0.329604,0.322558,0.315667,0.308929,0.302339,0.295892,0.289587,0.283418,0.277382,0.271475,0.265695,0.260038,0.254501,0.24908,0.243773,0.238576,0.233488,0.228504,0.223623,0.218842,0.214158,0.209569,0.205072,0.200665,0.196346,0.192112,0.187961,0.183892,0.179902
1,0.98191,0.963843,0.945821,0.927865,0.909997,0.892238,0.874608,0.857125,0.839808,0.822672,0.805733,0.789006,0.772502,0.756234,0.74021,0.724441,0.708932,0.693692,0.678723,0.664031,0.649618,0.635485,0.621635,0.608066,0.594778,0.58177,0.56904,0.556585,0.544402,0.532488,0.52084,0.509452,0.498321,0.487442,0.47681,0.46642,0.456268,0.446349,0.436656,0.427186,0.417933,0.408891,0.400057,0.391424,0.382988,0.374744,0.366686,0.358811,0.351114,0.34359,0.336234,0.329042,0.322011,0.315135,0.30841,0.301834,0.295401,0.289108,0.282951,0.276927,0.271033,0.265264,0.259618,0.254092,0.248682,0.243385,0.238199,0.23312,0.228146,0.223274,0.218502,0.213826,0.209245,0.204757,0.200358,0.196046,0.19182,0.187677,0.183615,0.179632
1,0.981813,0.963649,0.945531,0.927482,0.909524,0.891678,0.873965,0.856404,0.839014,0.82181,0.804809,0.788025,0.77147,0.755156,0.739093,0.72329,0.707753,0.692489,0.677502,0.662796,0.648373,0.634235,0.620383,0.606815,0.593532,0.580532,0.567812,0.555369,0.543201,0.531303,0.519672,0.508302,0.497191,0.486332,0.475722,0.465354,0.455224,0.445327,0.435657,0.42621,0.416979,0.40796,0.399148,0.390537,0.382123,0.373901,0.365865,0.358011,0.350334,0.34283,0.335494,0.328321,0.321308,0.314451,0.307744,0.301185,0.294769,0.288492,0.282352,0.276344,0.270464,0.264711,0.259079,0.253567,0.24817,0.242887,0.237713,0.232647,0.227685,0.222825,0.218064,0.2134,0.20883,0.204352,0.199963,0.195661,0.191445,0.187311,0.183258,0.179284
1,0.981692,0.963408,0.945172,0.927008,0.908938,0.890985,0.87317,0.855513,0.838033,0.820745,0.803668,0.786814,0.770197,0.753828,0.737717,0.721873,0.706301,0.691009,0.676,0.661277,0.646843,0.632699,0.618845,0.605281,0.592004,0.579014,0.566306,0.553879,0.541729,0.529851,0.518241,0.506895,0.495808,0.484975,0.474391,0.46405,0.453948,0.444078,0.434436,0.425016,0.415814,0.406823,0.398038,0.389455,0.381067,0.372871,0.364861,0.357033,0.349381,0.341902,0.33459,0.327441,0.320451,0.313615,0.306931,0.300393,0.293997,0.287741,0.28162,0.275631,0.269771,0.264035,0.258421,0.252926,0.247546,0.242278,0.237121,0.23207,0.227123,0.222277,0.21753,0.212879,0.208323,0.203857,0.199481,0.195192,0.190987,0.186865,0.182823,0.17886
1,0.981547,0.963119,0.944741,0.926439,0.908236,0.890155,0.872218,0.854446,0.836858,0.819471,0.802303,0.785367,0.768676,0.752242,0.736075,0.720182,0.70457,0.689245,0.674211,0.65947,0.645024,0.630874,0.617019,0.603458,0.59019,0.577212,0.564521,0.552113,0.539984,0.528131,0.516547,0.505229,0.494172,0.483369,0.472816,0.462508,0.452438,0.442602,0.432993,0.423606,0.414437,0.405479,0.396727,0.388176,0.37982,0.371656,0.363677,0.355879,0.348257,0.340806,0.333522,0.326401,0.319439,0.31263,0.305971,0.299458,0.293087,0.286855,0.280757,0.274791,0.268952,0.263238,0.257644,0.252169,0.246809,0.241561,0.236421,0.231388,0.226459,0.22163,0.2169,0.212265,0.207724,0.203274,0.198912,0.194637,0.190447,0.186338,0.18231,0.178359
1,0.981376,0.962779,0.944235,0.925771,0.907411,0.88918,0.871101,0.853194,0.835481,0.817979,0.800705,0.783674,0.766899,0.75039,0.734158,0.71821,0.702553,0.687191,0.672129,0.657368,0.642909,0.628752,0.614898,0.601343,0.588086,0.575124,0.562452,0.550067,0.537965,0.52614,0.514588,0.503303,0.49228,0.481514,0.470998,0.460727,0.450695,0.440897,0.431327,0.42198,0.412849,0.403929,0.395215,0.386701,0.378383,0.370254,0.362311,0.354548,0.34696,0.339543,0.332293,0.325204,0.318272,0.311494,0.304865,0.298381,0.292039,0.285834,0.279763,0.273822,0.268009,0.262319,0.25675,0.251298,0.24596,0.240734,0.235616,0.230604,0.225694,0.220885,0.216174,0.211558,0.207034,0.202602,0.198257,0.193999,0.189824,0.185731,0.181718,0.177783
1,0.981179,0.962386,0.94365,0.924998,0.906458,0.888053,0.86981,0.85175,0.833893,0.81626,0.798865,0.781726,0.764854,0.748261,0.731957,0.715948,0.70024,0.684838,0.669745,0.654963,0.640491,0.62633,0.612477,0.598931,0.585688,0.572744,0.560096,0.547739,0.535668,0.523877,0.512361,0.501115,0.490132,0.479407,0.468934,0.458707,0.448719,0.438965,0.42944,0.420136,0.411049,0.402173,0.393502,0.385031,0.376755,0.368668,0.360765,0.353042,0.345494,0.338115,0.330901,0.323849,0.316953,0.310209,0.303614,0.297163,0.290853,0.284679,0.278638,0.272727,0.266942,0.261281,0.255738,0.250313,0.245,0.239799,0.234705,0.229716,0.224829,0.220042,0.215353,0.210757,0.206255,0.201842,0.197516,0.193276,0.18912,0.185045,0.181049,0.17713
1,0.980953,0.961936,0.94298,0.924115,0.905368,0.886766,0.868336,0.850101,0.832083,0.8143,0.796771,0.77951,0.762531,0.745845,0.72946,0.713383,0.697621,0.682177,0.667052,0.652247,0.637763,0.623598,0.60975,0.596215,0.58299,0.570069,0.55745,0.545125,0.53309,0.521339,0.509865,0.498663,0.487727,0.477049,0.466625,0.456447,0.446509,0.436805,0.42733,0.418076,0.409039,0.400212,0.39159,0.383167,0.374938,0.366897,0.35904,0.351362,0.343857,0.336521,0.329349,0.322338,0.315481,0.308776,0.302219,0.295805,0.28953,0.283391,0.277384,0.271506,0.265753,0.260122,0.25461,0.249214,0.24393,0.238756,0.233689,0.228726,0.223865,0.219103,0.214437,0.209865,0.205385,0.200994,0.19669,0.192471,0.188335,0.184279,0.180302,0.176402
