0.176291,0.172446,0.168675,0.164976,0.161346,0.157785,0.15429,0.15086,0.147494,0.144189,0.140944,0.137758,0.13463,0.131557,0.128538,0.125572,0.122658,0.119795,0.11698,0.114214,0.111494,0.10882,0.106189,0.103602,0.101057,0.0985534,0.0960892,0.0936639,0.0912763,0.0889255,0.0866104,0.0843302,0.0820838,0.0798703,0.0776887,0.0755383,0.073418,0.0713271,0.0692646,0.0672297,0.0652215,0.0632394,0.0612823,0.0593496,0.0574404,0.0555541,0.0536897,0.0518466,0.0500241,0.0482213,0.0464376,0.0446722,0.0429245,0.0411938,0.0394793,0.0377804,0.0360963,0.0344265,0.0327703,0.0311269,0.0294959,0.0278764,0.0262679,0.0246697,0.0230812,0.0215018,0.0199309,0.0183678,0.0168119,0.0152626,0.0137193,0.0121814,0.0106483,0.00911937,0.00759401,0.00607164,0.00455164,0.00303344,0.00151642,0
0.176178,0.172336,0.168567,0.164871,0.161244,0.157685,0.154193,0.150765,0.147401,0.144099,0.140856,0.137673,0.134546,0.131475,0.128458,0.125495,0.122583,0.119721,0.116909,0.114144,0.111426,0.108753,0.106125,0.103539,0.100996,0.0984937,0.0960311,0.0936073,0.0912212,0.0888719,0.0865583,0.0842795,0.0820345,0.0798224,0.0776422,0.0754931,0.0733742,0.0712845,0.0692233,0.0671896,0.0651827,0.0632017,0.0612459,0.0593143,0.0574063,0.0555211,0.0536579,0.0518159,0.0499945,0.0481928,0.0464101,0.0446458,0.0428992,0.0411695,0.039456,0.0377581,0.036075,0.0344062,0.032751,0.0311086,0.0294785,0.02786,0.0262524,0.0246552,0.0230677,0.0214892,0.0199192,0.018357,0.016802,0.0152537,0.0137113,0.0121743,0.0106421,0.00911402,0.00758955,0.00606807,0.00454897,0.00303166,0.00151553,0
0.17599,0.172152,0.168388,0.164696,0.161073,0.157519,0.154031,0.150607,0.147247,0.143949,0.14071,0.13753,0.134407,0.131339,0.128326,0.125366,0.122457,0.119599,0.116789,0.114028,0.111313,0.108643,0.106017,0.103435,0.100894,0.0983943,0.0959343,0.0935131,0.0911295,0.0887827,0.0864715,0.0841951,0.0819524,0.0797426,0.0775647,0.0754178,0.0733011,0.0712135,0.0691544,0.0671229,0.065118,0.063139,0.0611852,0.0592556,0.0573495,0.0554662,0.0536049,0.0517647,0.0499451,0.0481452,0.0463644,0.0446018,0.0428569,0.0411289,0.0394171,0.0377209,0.0360396,0.0343724,0.0327188,0.031078,0.0294495,0.0278326,0.0262267,0.024631,0.023045,0.0214681,0.0198997,0.018339,0.0167856,0.0152387,0.0136978,0.0121623,0.0106316,0.00910509,0.00758212,0.00606213,0.00454452,0.00302869,0.00151405,0
0.175726,0.171895,0.168138,0.164451,0.160835,0.157286,0.153804,0.150386,0.147032,0.143738,0.140505,0.13733,0.134212,0.131149,0.128141,0.125185,0.122281,0.119427,0.116622,0.113865,0.111154,0.108488,0.105867,0.103288,0.100751,0.0982551,0.0957988,0.0933812,0.0910012,0.0886578,0.08635,0.0840769,0.0818376,0.079631,0.0774562,0.0753125,0.0731988,0.0711143,0.0690581,0.0670294,0.0650275,0.0630513,0.0611002,0.0591734,0.05727,0.0553894,0.0535306,0.0516931,0.049876,0.0480787,0.0463003,0.0445403,0.0427978,0.0410722,0.0393628,0.0376689,0.0359899,0.0343251,0.0326737,0.0310353,0.029409,0.0277944,0.0261906,0.0245972,0.0230134,0.0214386,0.0198723,0.0183138,0.0167625,0.0152178,0.013679,0.0121457,0.010617,0.0090926,0.00757172,0.00605382,0.00453828,0.00302453,0.00151197,0
0.175387,0.171565,0.167815,0.164137,0.160529,0.156988,0.153513,0.150103,0.146755,0.143469,0.140242,0.137073,0.133962,0.130905,0.127903,0.124954,0.122055,0.119207,0.116407,0.113656,0.11095,0.108289,0.105673,0.103099,0.100568,0.0980763,0.0956247,0.0932117,0.0908363,0.0884973,0.0861939,0.0839252,0.08169,0.0794875,0.0773169,0.0751771,0.0730673,0.0709867,0.0689343,0.0669094,0.0649111,0.0629386,0.0609911,0.0590678,0.0571679,0.0552906,0.0534353,0.0516011,0.0497873,0.0479932,0.0462181,0.0444612,0.0427218,0.0409993,0.039293,0.0376022,0.0359261,0.0342643,0.0326159,0.0309803,0.029357,0.0277452,0.0261443,0.0245537,0.0229727,0.0214008,0.0198372,0.0182815,0.0167329,0.0151909,0.0136549,0.0121242,0.0105983,0.00907655,0.00755836,0.00604313,0.00453028,0.0030192,0.0015093,0
0.174973,0.171161,0.167422,0.163754,0.160155,0.156623,0.153158,0.149756,0.146417,0.143139,0.13992,0.13676,0.133656,0.130608,0.127613,0.12467,0.121779,0.118938,0.116145,0.1134,0.110701,0.108047,0.105437,0.102869,0.100343,0.097858,0.0954122,0.0930048,0.0906349,0.0883014,0.0860034,0.0837398,0.0815098,0.0793124,0.0771467,0.0750118,0.0729068,0.0708309,0.0687832,0.0667628,0.064769,0.0628009,0.0608578,0.0589388,0.0570431,0.0551701,0.0533188,0.0514887,0.0496789,0.0478888,0.0461176,0.0443645,0.042629,0.0409103,0.0392077,0.0375206,0.0358482,0.03419,0.0325452,0.0309132,0.0292934,0.0276851,0.0260877,0.0245006,0.022923,0.0213545,0.0197943,0.018242,0.0166968,0.0151581,0.0136254,0.012098,0.0105754,0.00905695,0.00754204,0.00603008,0.00452049,0.00301268,0.00150604,0
0.174485,0.170685,0.166958,0.163301,0.159714,0.156193,0.152738,0.149347,0.146018,0.14275,0.139541,0.13639,0.133296,0.130256,0.12727,0.124336,0.121454,0.11862,0.115836,0.113098,0.110407,0.10776,0.105158,0.102597,0.100079,0.0976002,0.0951612,0.0927605,0.0903972,0.0880701,0.0857783,0.083521,0.081297,0.0791056,0.0769457,0.0748166,0.0727173,0.0706469,0.0686047,0.0665898,0.0646013,0.0626384,0.0607004,0.0587865,0.0568958,0.0550277,0.0531813,0.051356,0.049551,0.0477655,0.0459989,0.0442505,0.0425195,0.0408052,0.0391071,0.0374243,0.0357563,0.0341023,0.0324618,0.030834,0.0292184,0.0276142,0.0260209,0.0244378,0.0228644,0.0212998,0.0197437,0.0181953,0.0166541,0.0151193,0.0135906,0.0120671,0.0105484,0.00903381,0.00752277,0.00601468,0.00450894,0.00300498,0.0015022,0
0.173923,0.170137,0.166423,0.16278,0.159205,0.155697,0.152255,0.148875,0.145558,0.142302,0.139104,0.135964,0.13288,0.129851,0.126875,0.123951,0.121078,0.118255,0.115479,0.112751,0.110068,0.10743,0.104836,0.102284,0.0997736,0.0973032,0.094872,0.092479,0.0901232,0.0878035,0.085519,0.0832688,0.0810518,0.0788673,0.0767142,0.0745917,0.0724989,0.070435,0.068399,0.0663903,0.0644079,0.0624511,0.060519,0.0586109,0.056726,0.0548636,0.0530229,0.0512031,0.0494035,0.0476234,0.0458622,0.044119,0.0423932,0.0406841,0.038991,0.0373133,0.0356503,0.0340012,0.0323656,0.0307427,0.0291319,0.0275325,0.0259439,0.0243655,0.0227967,0.0212369,0.0196853,0.0181415,0.0166048,0.0150747,0.0135504,0.0120315,0.0105172,0.00900713,0.00750055,0.00599692,0.00449563,0.00299611,0.00149776,0
0.173287,0.169517,0.165819,0.16219,0.15863,0.155136,0.151708,0.148342,0.145038,0.141795,0.13861,0.135482,0.13241,0.129392,0.126428,0.123515,0.120653,0.11784,0.115076,0.112358,0.109685,0.107057,0.104472,0.10193,0.0994284,0.0969671,0.0945448,0.0921604,0.0898131,0.0875018,0.0852255,0.0829833,0.0807743,0.0785975,0.0764521,0.0743371,0.0722517,0.070195,0.0681662,0.0661645,0.0641891,0.0622391,0.0603137,0.0584122,0.0565339,0.0546779,0.0528435,0.0510299,0.0492366,0.0474626,0.0457074,0.0439701,0.0422502,0.040547,0.0388596,0.0371876,0.0355303,0.0338868,0.0322567,0.0306393,0.0290339,0.02744,0.0258568,0.0242837,0.0227202,0.0211656,0.0196193,0.0180807,0.0165491,0.0150241,0.013505,0.0119911,0.010482,0.00897693,0.00747541,0.00597681,0.00448056,0.00298607,0.00149274,0
0.172577,0.168825,0.165144,0.161532,0.157989,0.154511,0.151098,0.147747,0.144458,0.141229,0.138058,0.134944,0.131885,0.128881,0.125929,0.123029,0.120179,0.117378,0.114625,0.111919,0.109257,0.10664,0.104066,0.101534,0.0990432,0.096592,0.0941795,0.0918049,0.0894671,0.0871651,0.084898,0.0826648,0.0804646,0.0782965,0.0761596,0.0740529,0.0719758,0.0699272,0.0679064,0.0659126,0.0639448,0.0620024,0.0600846,0.0581905,0.0563194,0.0544706,0.0526433,0.0508367,0.0490502,0.0472831,0.0455346,0.043804,0.0420907,0.0403939,0.038713,0.0370474,0.0353963,0.0337591,0.0321352,0.0305239,0.0289246,0.0273367,0.0257595,0.0241924,0.0226347,0.021086,0.0195455,0.0180127,0.016487,0.0149677,0.0134542,0.0119461,0.0104426,0.00894322,0.00744734,0.00595437,0.00446374,0.00297486,0.00148714,0
